Project Install Year,Contractor,County,City,Project Count by City,Project Cost,"Incentive, Dollars",Total Nameplate KW,Expected KWh Annual Production,Solicitation,Location 1
2014,SunRun Inc. (E),Orange,Goshen,6,175720.00,46325.00,43.25,50768.58,PON 2112,"Goshen, NY
(41.40683291000005, -74.31656717599998)"
2014,Direct Energy Solar (E) (CS),Orange,Campbell Hall,3,138412.78,34713.00,32.88,38595.85,PON 2112,"Campbell Hall, NY
(41.45641185200003, -74.26004842599997)"
2013,Monolith Solar Associates LLC(CS),Rensselaer,Rensselaer,16,1808733.29,556376.00,364.75,428152.30,PON 2112,"Rensselaer, NY
(42.64472379100005, -73.74126560899998)"
2014,Sungevity Development LLC (E),Richmond,Staten Island,20,419068.95,95175.00,92.60,108691.72,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2012,Lotus Energy Inc.(CS),Greene,Catskill,3,218554.92,49569.00,34.69,40715.82,PON 2112,"Catskill, NY
(42.21773226100004, -73.86421711899999)"
2015,Kilowatt Systems LLC,Orange,Middletown,12,342802.83,70672.00,83.75,98309.10,PON 2112,"Middletown, NY
(41.44556423600005, -74.42247814699994)"
2015,Lotus Energy Inc.(CS),Columbia,Hudson,4,150755.00,24636.00,25.47,29890.67,PON 2112,"Hudson, NY
(42.25282252200003, -73.79142694399997)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Westchester,Yonkers,21,510142.38,103478.00,131.67,154506.65,PON 2112,"Yonkers, NY
(40.932992123000076, -73.89873832499995)"
2012,SunRun Inc. (E),Rockland,Blauvelt,5,141233.00,39588.00,27.73,32550.58,PON 2112,"Blauvelt, NY
(41.05991368300005, -73.95743993499997)"
2014,SunRun Inc. (E),Ulster,Kingston,4,92990.00,22838.00,20.25,23770.26,PON 2112,"Kingston, NY
(41.926713826000025, -73.99649580099998)"
2014,Fiveboro Solar,Kings,Brooklyn,6,355546.86,92722.00,70.39,82614.86,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2013,SolarCity(CS),Westchester,Elmsford,3,114709.00,20662.00,22.79,26745.95,PON 2112,"Elmsford, NY
(41.05372076100008, -73.81964852999994)"
2014,SolarCity(CS),Orange,Chester,7,296500.00,44954.00,56.63,66474.56,PON 2112,"Chester, NY
(41.36149076100003, -74.27361683799995)"
2014,Solar Liberty Energy Systems Inc. (CS),Erie,Hamburg,3,49954.90,15848.00,12.82,15048.63,PON 2112,"Hamburg, NY
(42.716060207000055, -78.83210986499995)"
2013,SolarCity(CS),Albany,Watervliet,3,44175.00,11636.00,8.71,10218.28,PON 2112,"Watervliet, NY
(42.725783051000064, -73.70047590299998)"
2013,New York Light Energy,Warren,Queensbury,4,3319498.12,840000.00,878.08,1030725.44,PON 2112,"Queensbury, NY
(43.331960313000025, -73.67748695799997)"
2013,Hudson Solar(CS),Orange,Newburgh,8,1204040.80,420159.00,282.34,331411.41,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2015,SolarCity(CS),Rensselaer,East Greenbush,6,311248.00,32248.00,55.58,65242.03,PON 2112,"East Greenbush, NY
(42.58999223100005, -73.70082711699996)"
2013,SolarCity(CS),Saratoga,CLIFTON PARK,3,129703.00,27904.00,25.73,30197.04,PON 2112,"CLIFTON PARK, NY
(42.866953221000074, -73.77180787399993)"
2013,Monolith Solar Associates LLC(CS),Rensselaer,Nassau,3,316617.00,89467.00,63.76,74844.04,PON 2112,"Nassau, NY
(42.51635291900004, -73.61092971699998)"
2015,SolarCity(CS),Schenectady,Delanson,8,312228.00,48045.00,55.76,65447.45,PON 2112,"Delanson, NY
(42.74899428300006, -74.18578670999995)"
2015,SolarCity(CS),Schenectady,Pattersonville,5,301308.00,43223.00,53.81,63158.46,PON 2112,"Pattersonville, NY
(42.88882183900006, -74.07765731199999)"
2012,Direct Energy Solar (E) (CS),Chautauqua,Fredonia,3,100924.00,30835.00,22.61,26534.65,PON 2112,"Fredonia, NY
(42.440130629000066, -79.33120692499995)"
2013,SolarCity(CS),Ulster,Saugerties,5,265912.00,34732.00,52.97,62178.30,PON 2112,"Saugerties, NY
(42.07778022400004, -73.95245625599995)"
2014,SolarCity(CS),Westchester,Ossining,14,488605.00,71794.00,92.53,108609.54,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2015,SolarCity(CS),Albany,Menands,5,141120.00,17871.00,25.21,29580.78,PON 2112,"Menands, NY
(42.69240440100003, -73.72416727599995)"
2014,Sungevity Development LLC (E),Orange,Monroe,3,74255.00,16800.00,16.80,19720.51,PON 2112,"Monroe, NY
(41.328121003000035, -74.18712932499994)"
2014,New York Light Energy,Warren,Warrensburg,3,1881518.36,362928.00,493.92,579783.06,PON 2112,"Warrensburg, NY
(43.499533761000066, -73.78015698199994)"
2015,SolarCity(CS),Columbia,Kinderhook,3,144844.00,14204.00,25.87,30361.37,PON 2112,"Kinderhook, NY
(42.39526417600007, -73.69842641499997)"
2015,Solar Liberty Energy Systems Inc. (CS),Erie,Amherst,3,35465.00,10750.00,10.97,12871.15,PON 2112,"Amherst, NY
(42.978892622000046, -78.79944697999997)"
2012,High Peaks Solar(CS),Jefferson,Watertown,4,876960.80,350000.00,201.24,236223.56,PON 2112,"Watertown, NY
(43.97558408200007, -75.91315850699993)"
2013,SolarCity(CS),Ulster,Woodstock,3,95087.00,20359.00,18.91,22197.31,PON 2112,"Woodstock, NY
(42.04194307700004, -74.11829586299996)"
2015,SunPower Capital LLC (E),Rockland,Thiells,4,152563.00,28971.00,32.06,37616.88,PON 2112,"Thiells, NY
(41.199034366000035, -74.03223958599995)"
2013,American Solar Partners,Erie,Tonawanda,3,69375.00,21000.00,18.50,21716.04,PON 2112,"Tonawanda, NY
(43.018833191000056, -78.88636572999997)"
2014,Monolith Solar Associates LLC(CS),Saratoga,Clifton Park,3,589680.00,142960.00,148.63,174461.97,PON 2112,"Clifton Park, NY
(42.866953221000074, -73.77180787399993)"
2015,SolarCity(CS),Dutchess,Hopewell Junction,18,914872.00,102197.00,163.40,191770.23,PON 2112,"Hopewell Junction, NY
(41.575402204000056, -73.80723601199998)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Rockland,Stony Point,5,157775.10,36784.00,40.19,47170.76,PON 2112,"Stony Point, NY
(41.24568356300006, -74.01170913799996)"
2014,SunRun Inc. (E),Westchester,Yorktown Heights,5,169442.50,34665.00,38.50,45192.84,PON 2112,"Yorktown Heights, NY
(41.26851246100006, -73.78310895599998)"
2012,Lighthouse Solar (CS),Orange,New Windsor,6,1151532.00,460613.00,273.50,321045.24,PON 2112,"New Windsor, NY
(41.47737353800005, -74.02278793399995)"
2014,CNY Solar Inc.(CS),Oneida,New Hartford,3,98069.00,27110.00,25.44,29862.49,PON 2112,"New Hartford, NY
(43.071790899000064, -75.28703763399994)"
2015,SunRun Inc. (E),Rockland,Spring Valley,7,223213.50,53749.00,59.20,69491.33,PON 2112,"Spring Valley, NY
(41.12102044100004, -74.04264707399994)"
2013,Solar Liberty Energy Systems Inc. (CS),Erie,Lancaster,3,77512.00,30165.00,21.69,25460.59,PON 2112,"Lancaster, NY
(42.90039411200007, -78.67012916399995)"
2015,Kilowatt Systems LLC,Orange,Montgomery,3,105880.63,22500.00,27.00,31693.68,PON 2112,"Montgomery, NY
(41.52723256200005, -74.23719729899994)"
2015,SunPower Capital LLC (E),Orange,Otisville,4,203645.00,35120.00,42.51,49899.93,PON 2112,"Otisville, NY
(41.46712165100007, -74.53812974499994)"
2014,SunRun Inc. (E),Queens,Bellerose,4,129318.00,29220.00,28.33,33243.15,PON 2112,"Bellerose, NY
(40.723041839000075, -73.71545806199998)"
2015,Renovus Energy Inc. (E) (CS),Tompkins,Newfield,4,139741.29,31542.00,33.02,38760.20,PON 2112,"Newfield, NY
(42.358693481000046, -76.60005715199998)"
2013,Alternative Power Solutions of NY LLC (CS),Onondaga,Baldwinsville,3,275737.00,106204.00,87.22,102382.32,PON 2112,"Baldwinsville, NY
(43.158620735000056, -76.33306796599999)"
2014,SunRun Inc. (E),Queens,Howard Beach,9,286006.25,60887.00,53.95,63311.05,PON 2112,"Howard Beach, NY
(40.65483078200003, -73.84601624099997)"
2014,SunBlue Energy,Westchester,Ossining,3,114037.00,28440.00,28.44,33384.01,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2012,Sungevity Development LLC (E),Kings,Brooklyn,3,112162.30,22410.50,14.51,17032.42,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2013,A-Best Energy Power,Kings,BROOKLYN,3,285741.36,90991.00,67.07,78729.45,PON 2112,"BROOKLYN, NY
(42.43316414800006, -78.74751623799995)"
2014,Sungevity Development LLC (E),Orange,Middletown,4,122603.20,26129.00,28.29,33207.93,PON 2112,"Middletown, NY
(41.44556423600005, -74.42247814699994)"
2015,SolarCity(CS),Westchester,Cortlandt Manor,12,540456.00,56956.00,96.52,113287.28,PON 2112,"Cortlandt Manor, NY
(41.27436306100003, -73.89437704999995)"
2014,SolarCity(CS),Fulton,Johnstown,13,630768.00,110564.00,121.72,142868.06,PON 2112,"Johnstown, NY
(43.00655404400004, -74.36845790599995)"
2015,Apex Solar Power LLC(CS),Washington,Hudson Falls,3,86562.50,16471.00,21.50,25237.56,PON 2112,"Hudson Falls, NY
(43.30447227500008, -73.58406852899998)"
2015,SunPower Capital LLC (E),Orange,Middletown,14,537511.96,97241.00,111.51,130891.38,PON 2112,"Middletown, NY
(41.44556423600005, -74.42247814699994)"
2014,Solar Liberty Energy Systems Inc. (CS),Niagara,Appleton,3,113887.50,42000.00,32.03,37598.10,PON 2112,"Appleton, NY
(43.32708333100004, -78.64913635799996)"
2015,SolarCity(CS),Saratoga,Ballston Spa,19,818100.44,94189.00,146.00,171363.02,PON 2112,"Ballston Spa, NY
(43.00241061100007, -73.85151562699997)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Rockland,Haverstraw,5,104784.81,23490.00,27.00,31687.80,PON 2112,"Haverstraw, NY
(41.19647361700004, -73.96538892599995)"
2014,Northern Lights Energy(CS),St. Lawrence,Canton,5,124340.10,37340.00,37.27,43743.14,PON 2112,"Canton, NY
(44.59994443900007, -75.16982558099994)"
2013,SolarCity(CS),Greene,Catskill,5,159949.96,29406.00,31.43,36893.78,PON 2112,"Catskill, NY
(42.21773226100004, -73.86421711899999)"
2015,SolarCity(CS),Dutchess,Wingdale,3,178500.00,23335.00,31.88,37416.15,PON 2112,"Wingdale, NY
(41.646934233000025, -73.56927753699995)"
2011,Renovus Energy Inc. (E) (CS),Tompkins,Ithaca,5,218318.50,44059.75,28.95,33980.31,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2014,SolarCity(CS),Dutchess,Hyde Park,4,170000.00,26332.00,33.16,38924.53,PON 2112,"Hyde Park, NY
(42.659172461000026, -74.95880831799997)"
